subject_id,prompt,neg_prompt,gt_image_path,ip_embed_path
subj01,A young child riding a wave on top of a board.,,hdf5_index_3269,
subj01,A person sitting on a bench under a extended concrete roof.,,hdf5_index_3270,
subj01,A desk that includes a computer and light.,,hdf5_index_3271,
subj01,A reflection of a man doing a trick on a skateboard.,,hdf5_index_3272,
subj01,Street performer plays guitar and harmonica as gaudily attired dog sits by.,,hdf5_index_3273,
subj01,Small plate of food with mixed vegetables and meat. ,,hdf5_index_3274,
subj01,A person with a hooded jacket is working on a laptop while sitting on a bench in the park.,,hdf5_index_3275,
subj01,A person on a beach with a Frisbee.,,hdf5_index_3276,
subj01,A white sink sitting under a bathroom mirror.,,hdf5_index_3277,
subj01,a double decker bus parked by a bus stop next to some buildings ,,hdf5_index_3278,
subj01,A man riding skis down a snow covered slope.,,hdf5_index_3279,
subj01,A cat naps on some sandals on a shady porch. ,,hdf5_index_3280,
subj01,A pile of teddy bears sitting on display.,,hdf5_index_3281,
subj01,A wooden shelf in a store filled with fresh fruits.,,hdf5_index_3282,
subj01,Colorfully dressed woman looking at the camera in a field.,,hdf5_index_3283,
subj01,A woman running to hit a tennis ball,,hdf5_index_3284,
subj01,A red car at corner of intersection under a street sign.,,hdf5_index_3285,
subj01,a giraffe walking in a field near many trees ,,hdf5_index_3286,
subj01,Two people playing frisbee while standing in the ocean.,,hdf5_index_3287,
subj01,A person with a hooded jacket is working on a laptop while sitting on a bench in the park.,,hdf5_index_3288,
subj01,A brown and white animal laying on top of a bed.,,hdf5_index_3289,
subj01,An old photo of a man playing tennis on a grass court.,,hdf5_index_3290,
subj01,"This bathroom has a white sink, a white toilet, and white walls.",,hdf5_index_3291,
subj01,Two large bulls locking horns in a dirt pasture.,,hdf5_index_3292,
subj01,A couple enjoy their meal replete with food and wine.,,hdf5_index_3293,
subj01,a kid is holding a yellow frisbee outside,,hdf5_index_3294,
subj01,A woman running to hit a tennis ball,,hdf5_index_3295,
subj01,A man swinging a baseball bat at a baseball field. ,,hdf5_index_3296,
subj01,A boardwalk with benches and a French fry stand.,,hdf5_index_3297,
subj01,A pizza is in preparation is kept on the table.,,hdf5_index_3298,
subj01,A desk with a black and white computer on it,,hdf5_index_3299,
subj01,A woman is stirring the contents into a blender.,,hdf5_index_3300,
subj01,A young child riding a wave on top of a board.,,hdf5_index_3301,
subj01,A herd of elephants wading through a large body of water.,,hdf5_index_3302,
subj01,A woman running to hit a tennis ball,,hdf5_index_3303,
subj01,A vase filled with lots of pink flowers.,,hdf5_index_3304,
subj01,A bottle of water that is sitting on a counter top.,,hdf5_index_3305,
subj01,A very tall white clock tower sitting under a blue sky.,,hdf5_index_3306,
subj01,Man in swim suit carrying paddle board on sholder.,,hdf5_index_3307,
subj01,A zookeeper brushes an elephant within its enclosure. ,,hdf5_index_3308,
subj01,A table surrounded by a set of seats.,,hdf5_index_3309,
subj01,A man riding a motorcycle approaching a man wearing camouflage clothing.,,hdf5_index_3310,
subj01,A group of people on wet suits sitting on surfboards in the ocean.,,hdf5_index_3311,
subj01,Two tvs and a table sitting on the sidewalk.,,hdf5_index_3312,
subj01,A dog is looking out of the open window of the truck.,,hdf5_index_3313,
subj01,A couple of horses standing next to each other.,,hdf5_index_3314,
subj01,Snowboarder in heavily traveled slope area on sunny day.,,hdf5_index_3315,
subj01,A big teddy bear sitting in front of a painting of a tsunami. ,,hdf5_index_3316,
subj01,A giraffe behind a fence kisses a woman,,hdf5_index_3317,
subj01,The jumbo jet is flying through the partly cloudy air.,,hdf5_index_3318,
subj01,Bald mannequin leaning against wall with shirt open.,,hdf5_index_3319,
subj01,A lidless toilet is shown caked in dirt or other filth.,,hdf5_index_3320,
subj01,a man in a room watching on a couch,,hdf5_index_3321,
subj01,There is an image of a man skiing down a slope.,,hdf5_index_3322,
subj01,A train rides down the rails in a yard.,,hdf5_index_3323,
subj01,a baseball player in a blue shirt throwing a ball,,hdf5_index_3324,
subj01,the view of the wing of an airplane,,hdf5_index_3325,
subj01,there is a close up picture of a sugar donut,,hdf5_index_3326,
subj01,A grop of sheep on the side of a grassy hill.,,hdf5_index_3327,
subj01,Cat sitting up with a fake tie around it's neck.,,hdf5_index_3328,
subj01,A large brown bear laying on the ground next to a green field.,,hdf5_index_3329,
subj01,some people sitting on some benches flowers and buildings,,hdf5_index_3330,
subj01,A white jet airliner flying through a cloudy sky.,,hdf5_index_3331,
subj01,A group of benches sitting outside of a building at night.,,hdf5_index_3332,
subj01,this bathroom has all white tub and a white toilet,,hdf5_index_3333,
subj01,A brown cat sitting on a white bathroom vanity.,,hdf5_index_3334,
subj01,A lush green field with people flying kites over it.,,hdf5_index_3335,
subj01,A person is holding a small green cell phone.,,hdf5_index_3336,
subj01,A bunch of different kites in the air. ,,hdf5_index_3337,
subj01,A girl who is walking toward an airplane. ,,hdf5_index_3338,
subj01,A bathroom features a picture of a woman a toilet and a sink.,,hdf5_index_3339,
subj01,A couple of creepy statues sitting on a bench in a park at night.,,hdf5_index_3340,
subj01,A man in formal military clothing clasping his hands with flags in the background.,,hdf5_index_3341,
subj01,A girl who is walking toward an airplane. ,,hdf5_index_3342,
subj01,The sky is cloudy over a stop sign.,,hdf5_index_3343,
subj01,A soda bottle that has been turned into a bird feeder,,hdf5_index_3344,
subj01,Two skiers heading up the side of a mountain,,hdf5_index_3345,
subj01,Two children looking at a steam train engine,,hdf5_index_3346,
subj01,A bus driving down a street past tall houses.,,hdf5_index_3347,
subj01,A man wearing a blue bow tie and a fedora hat in a car. ,,hdf5_index_3348,
subj01,A woman in a wedding gown pointing at doughnuts,,hdf5_index_3349,
subj01,A group of young boys standing in a field wearing softball uniforms.,,hdf5_index_3350,
subj01,a parking lot full of buses next to a field,,hdf5_index_3351,
subj01,An old fashioned picture of three boys dressed up.,,hdf5_index_3352,
subj01,A computer desk with a laptop computer and a monitor.,,hdf5_index_3353,
subj01,A pizza looks a little burnt around the edges.,,hdf5_index_3354,
subj01,Some sort of figure in fur walking upright on two feet.,,hdf5_index_3355,
subj01,a baseball player in a blue shirt throwing a ball,,hdf5_index_3356,
subj01,a pair of tennis players on a tennis court.,,hdf5_index_3357,
subj01,many cows laying on a field of green grass,,hdf5_index_3358,
subj01,A large herd of zebra standing in the grass.,,hdf5_index_3359,
subj01,A single cow laying in a grassy field,,hdf5_index_3360,
subj01,A group of people on wet suits sitting on surfboards in the ocean.,,hdf5_index_3361,
subj01,A couple of clocks mounted to the side of a wall.,,hdf5_index_3362,
subj01,A keyboard and monitor on a corner desk. ,,hdf5_index_3363,
subj01,A downhill skier with snow plumes behind them. ,,hdf5_index_3364,
subj01,A zebra is standing in a grass-less field.,,hdf5_index_3365,
subj01,A flock of sheep are in a snowy field in a fenced area.,,hdf5_index_3366,
subj01,A herd of animals grazing on top of a grass field.,,hdf5_index_3367,
subj01,Reflection of an ornate clock tower in a window.,,hdf5_index_3368,
subj01,A couple of young boys sitting down together on a floor.,,hdf5_index_3369,
subj01,A girl sitting on a kitchen counter drinking wine.,,hdf5_index_3370,
subj01,A man riding a surfboard that has a sail ,,hdf5_index_3371,
subj01,a person on skis on a snowy surface ,,hdf5_index_3372,
subj01,Some very pretty giraffes in a big grassy field.,,hdf5_index_3373,
subj01,Two giraffes standing by a tree with a forest in the background.,,hdf5_index_3374,
subj01,many cows laying on a field of green grass,,hdf5_index_3375,
subj01,Bald mannequin leaning against wall with shirt open.,,hdf5_index_3376,
subj01,A soldier wearing an Army uniform rides a regulation motorcycle.,,hdf5_index_3377,
subj01,A man in a park playing Frisbee by a swing set. ,,hdf5_index_3378,
subj01,A cat lays on a quilt on an unmade bad. ,,hdf5_index_3379,
subj01,a male skateboarder in a white shirt is doing a trick,,hdf5_index_3380,
subj01,White swans in the water and on the grass with one taking a close eye on the camera.,,hdf5_index_3381,
subj01,Two children walking past two cows in an empty dirt lot.,,hdf5_index_3382,
subj01,a picture of someones feet by some skiies,,hdf5_index_3383,
subj01,Old cars parked on a street in front of two buildings.,,hdf5_index_3384,
subj01,an orange minivan barked in a narrow concrete driveway on the side of a house,,hdf5_index_3385,
subj01,A plate of food sitting on a black tray,,hdf5_index_3386,
subj01,A suitcase full of flowers in a garden.,,hdf5_index_3387,
subj01,A train rides down the rails in a yard.,,hdf5_index_3388,
subj01,a woman holds a phone to her ear ,,hdf5_index_3389,
subj01,"A bedroom with a window, armoire, chair and table with plant.",,hdf5_index_3390,
subj01,A giraffe in a zoo setting with all the leaves gone from the trees ,,hdf5_index_3391,
subj01,A crowd of people walking across a street.,,hdf5_index_3392,
subj01,A man in red jacket skiing in between trees.,,hdf5_index_3393,
subj01,a dog with a collar on puts his head out of the window ,,hdf5_index_3394,
subj01,A picture of four red Asian fire hydrants lined up.,,hdf5_index_3395,
subj01,Some food is layed out on a table,,hdf5_index_3396,
subj01,A young girl siting in the back of a red truck.,,hdf5_index_3397,
subj01,A tray full of food including orange juice and bananas.,,hdf5_index_3398,
subj01,A beautiful girl holding a giant banana in her hands.,,hdf5_index_3399,
subj01,Two cars driving under a street sign on a highway.,,hdf5_index_3400,
subj01,a couple of birds standing by some water,,hdf5_index_3401,
subj01,One zebra is lying down and another is standing near it.,,hdf5_index_3402,
subj01,A banana tree filled with lots of unripe bananas.,,hdf5_index_3403,
subj01,A person on a yellow surfboard riding a wave.,,hdf5_index_3404,
subj01,A soldier wearing an Army uniform rides a regulation motorcycle.,,hdf5_index_3405,
subj01,"A tray holds a meal of meat, vegetables, and a drink. ",,hdf5_index_3406,
subj01,Three people tossing a Frisbee on the beach.,,hdf5_index_3407,
subj01,Woman walking with umbrella on rainy day in urban city.,,hdf5_index_3408,
subj01,A bed with brown bedsheets and a red pillow,,hdf5_index_3409,
subj01,A young man standing in a field holding a toy jet airplane. ,,hdf5_index_3410,
subj01,A couple of men standing around a flat screen TV.,,hdf5_index_3411,
subj01,A large passenger jet sitting on top of an airport.,,hdf5_index_3412,
subj01,"A small room with a glass table, furniture, and a tv.",,hdf5_index_3413,
subj01,Road signs in a city next to some buildings,,hdf5_index_3414,
subj01,a couple of men ride on some horses as they race ,,hdf5_index_3415,
subj01,a brown dog with its tongue out with an apron ,,hdf5_index_3416,
subj01,A large black bear walking through a forest.,,hdf5_index_3417,
subj01,A couple of men standing around a flat screen TV.,,hdf5_index_3418,
subj01,A TV in the middle of a cluttered living room,,hdf5_index_3419,
subj01,People swimming and reclining in chairs under umbrellas on a beach.,,hdf5_index_3420,
subj01,A church with a clock under it's pointy roof above a window.,,hdf5_index_3421,
subj01,The bunk beds are made up with the same bedding. ,,hdf5_index_3422,
subj01,A cell phone sits on a table near a blue glass.,,hdf5_index_3423,
subj01,Women on a tennis court playing tennis. ,,hdf5_index_3424,
subj01,a plate that has some kind of food on it,,hdf5_index_3425,
subj01,A man looking in the mirror and toothbrushes,,hdf5_index_3426,
subj01,A mostly eaten cake sitting on top of a piece of cardboard next to a knife.,,hdf5_index_3427,
subj01,"Home plate at a professional baseball game, waiting for a pitch.",,hdf5_index_3428,
subj01,men and women on a stage with a large pair of scissors,,hdf5_index_3429,
subj01,A windsurfer out on the blue water in front of the blue sky.,,hdf5_index_3430,
subj01,A woman playing tennis swings a racket overhead.,,hdf5_index_3431,
subj01,Three woman pose with a horse and its jockey,,hdf5_index_3432,
subj01,Two men standing over a table eating food.,,hdf5_index_3433,
subj01,A healthy flock of sheep stands in front to two bare trees as birds like black specks fly in the sky.,,hdf5_index_3434,
subj01,A player hits the ball during a baseball game.,,hdf5_index_3435,
subj01,A yellow bus with tinted windows driving uphill down a street.,,hdf5_index_3436,
subj01,A soldier wearing an Army uniform rides a regulation motorcycle.,,hdf5_index_3437,
subj01,a female tennis player in a black top playing tennis,,hdf5_index_3438,
subj01,Baseball player in grey and red uniform hitting a ball.,,hdf5_index_3439,
subj01,A banana peel that is on a tile floor. ,,hdf5_index_3440,
subj01,A homemade pizza sitting on a cutting board on a counter.,,hdf5_index_3441,
subj01,some people sitting on some benches flowers and buildings,,hdf5_index_3442,
subj01,A traffic sign denoting do not park across driveway.,,hdf5_index_3443,
subj01,A brown baskets filled with lots of remotes and game controllers.,,hdf5_index_3444,
subj01,A professional tennis player tossing a ball up for a serve,,hdf5_index_3445,
subj01,A all building with a crowd of people at the bottom of it.,,hdf5_index_3446,
subj01,A woman walking down a street holding an umbrella.,,hdf5_index_3447,
subj01,A sewage lid on the ground with a para sail chute in the background.,,hdf5_index_3448,
subj01,A wooden table topped with a plate and bowl filled with food.,,hdf5_index_3449,
subj01,there is a close up picture of a sugar donut,,hdf5_index_3450,
subj01,A small girl holding a racquet  walking across a tennis court,,hdf5_index_3451,
subj01,A harbor filled with lots of boats surrounded by tall buildings.,,hdf5_index_3452,
subj01,A tall giraffe with a branch in it's mouth.,,hdf5_index_3453,
subj01,A brown horse grazing on a lush green field.,,hdf5_index_3454,
subj01,A skateboarder does an aerial trick at night.,,hdf5_index_3455,
subj01,A dog is looking at a bottle of sake.,,hdf5_index_3456,
subj01,A big red train is parked on the railroad and ready to go. ,,hdf5_index_3457,
subj01,A white toilet sitting in a grey tiled bathroom.,,hdf5_index_3458,
subj01,A boy with a helmet swings a bat at the ball.,,hdf5_index_3459,
subj01,A train traveling along a loading platform at a train station.,,hdf5_index_3460,
subj01,Bald mannequin leaning against wall with shirt open.,,hdf5_index_3461,
subj01,a shadow of a person near a stop sign,,hdf5_index_3462,
subj01,a close up of a tv near a wall,,hdf5_index_3463,
subj01,A downhill skier with snow plumes behind them. ,,hdf5_index_3464,
subj01,A man with a bald head wearing glasses sitting down.,,hdf5_index_3465,
subj01,A woman smoking a cigarette and talking on the phone.,,hdf5_index_3466,
subj01,A large herd of zebra standing in the grass.,,hdf5_index_3467,
subj01,A bathroom features a picture of a woman a toilet and a sink.,,hdf5_index_3468,
subj01,"It seems here something is really amazing with many things to see. 
",,hdf5_index_3469,
subj01,"A tray holds a meal of meat, vegetables, and a drink. ",,hdf5_index_3470,
subj01,A black and white photo of someone on a skate board.,,hdf5_index_3471,
subj01,some little flowers sitting in a clear vase,,hdf5_index_3472,
subj01,a parking lot full of buses next to a field,,hdf5_index_3473,
subj01,A slice of choclate cake with carmet on top of it.,,hdf5_index_3474,
subj01,A large black cat laying inside of a piece of red luggage.,,hdf5_index_3475,
subj01,A lidless toilet is shown caked in dirt or other filth.,,hdf5_index_3476,
subj01,A photo of a gorge with a truck on the road on the side.,,hdf5_index_3477,
subj01,A dog sitting on the floor watching the tv,,hdf5_index_3478,
subj01,A group of people gathered around in chairs with a laptop.,,hdf5_index_3479,
subj01,Two motorcycles are near a curve in the road in front of a two story house.,,hdf5_index_3480,
subj01,A group of women are laughing as they play Wii.,,hdf5_index_3481,
subj01,This is a picture with different furniture in the room,,hdf5_index_3482,
subj01,The Asian kid is gleefully playing with the cellular telephone.,,hdf5_index_3483,
subj01,A lush green hillside with a wooden bench sitting next to a bird.,,hdf5_index_3484,
subj01,A crowd of people standing on the edge of a cliff next to the ocean.,,hdf5_index_3485,
subj01,A shouting man with a glass in one hand and a Wii remote in the other,,hdf5_index_3486,
subj01,A person on a beach with a Frisbee.,,hdf5_index_3487,
subj01,A group of young people playing a game of soccer.,,hdf5_index_3488,
subj01,"A city filled with people, street signs, cars, and buses. ",,hdf5_index_3489,
subj01,Several sheep beside a man with a dog in the background.,,hdf5_index_3490,
subj01,A hand holds a hot dog covered with condiments. ,,hdf5_index_3491,
subj01,Dark and light colored cat lying on desktop.,,hdf5_index_3492,
subj01,A woman on a street grabbing onto a parking meter.,,hdf5_index_3493,
subj01,A giraffe that is standing in a field.,,hdf5_index_3494,
subj01,A table topped with bananas next to a coin.,,hdf5_index_3495,
subj01,a black and white photo of a train ,,hdf5_index_3496,
subj01,A baseball batter is running for first base.,,hdf5_index_3497,
subj01,A tall clock tower sitting on at the end of a street.,,hdf5_index_3498,
subj01,A polka for umbrella with a person under it walking. ,,hdf5_index_3499,
subj01,Two women sit on a sidewalk near a street with a train passing by. ,,hdf5_index_3500,
subj01,A couple enjoy their meal replete with food and wine.,,hdf5_index_3501,
subj01,A couple of men standing around a flat screen TV.,,hdf5_index_3502,
subj01,there are many elephants and baby elephants that are walking together,,hdf5_index_3503,
subj01,a truck outside a house with snow everywhere covering everything ,,hdf5_index_3504,
subj01,A large bed in a bedroom sitting under a window.,,hdf5_index_3505,
subj01,A lady bouncing a tennis ball before she serves.,,hdf5_index_3506,
subj01,A woman is stirring the contents into a blender.,,hdf5_index_3507,
subj01,"Spoon, plain donut and black coffee on a paper towel.",,hdf5_index_3508,
subj01,A baseball player pitching a baseball during a game.,,hdf5_index_3509,
subj01,The young person is jumping with a skateboard down a flight of steps.,,hdf5_index_3510,
subj01,A train sitting on tracks with a couple of garbage bags off to the side.,,hdf5_index_3511,
subj01,Children playing in a soccer competition on a grass field.,,hdf5_index_3512,
subj01,A room with many small beds on the wall.,,hdf5_index_3513,
subj01,A parked blue and white airplane under a cloudy sky.,,hdf5_index_3514,
subj01,there is a man with glasses sitting on the floor on a lap top,,hdf5_index_3515,
subj01,A man laying in the middle of a street in the rain.,,hdf5_index_3516,
subj01,A person walking down a street while holding an umbrella.,,hdf5_index_3517,
subj01,"A tray holds a meal of meat, vegetables, and a drink. ",,hdf5_index_3518,
subj01,A parked blue and white airplane under a cloudy sky.,,hdf5_index_3519,
subj01,A giraffe walks amongst the trees in a park. ,,hdf5_index_3520,
subj01,A man holding skis holding two ski poles.,,hdf5_index_3521,
subj01,A large body of water sitting next to trees in a  forest.,,hdf5_index_3522,
subj01,Kids playing a game of baseball while people watch. ,,hdf5_index_3523,
subj01,A large tub of ketchup pouring onto a hog dog in a bun.,,hdf5_index_3524,
subj01,a couple of giraffes that are walking in a field,,hdf5_index_3525,
subj01,A tall clock tower with clocks on each of it's sides.,,hdf5_index_3526,
subj01,A blue and white bus on street next to a building.,,hdf5_index_3527,
subj01,A man riding a surfboard on top of a wave in the ocean.,,hdf5_index_3528,
subj01,A hot dog sitting on a board by some tomatoes and other food.,,hdf5_index_3529,
subj01,A girl who is walking toward an airplane. ,,hdf5_index_3530,
subj01,An elephant swings its trunk in the middle of an open field.,,hdf5_index_3531,
subj01,Man being silly and jumping on the bed.,,hdf5_index_3532,
subj01,A two headed zebra standing on a dirt road near a tree.,,hdf5_index_3533,
subj01,A train moves next to a body of water.,,hdf5_index_3534,
subj01,A banana peel that is on a tile floor. ,,hdf5_index_3535,
subj01,A man riding skis down a snow covered slope.,,hdf5_index_3536,
subj01,Two people are riding horses in field with sheep.,,hdf5_index_3537,
subj01,A room that has a kitchen and a shelf with glasses and different alcoholic drinks on it.,,hdf5_index_3538,
subj01,A box filled with lots of different neck ties.,,hdf5_index_3539,
subj01,A group of people pinching their noses while they look up to the sky.,,hdf5_index_3540,
subj01,Two giraffes standing near each other in the zoo. ,,hdf5_index_3541,
subj01,A blue double decker city bus driving down a street.,,hdf5_index_3542,
subj01,A yellow and green checkered motorcycle parked in front of a store window.,,hdf5_index_3543,
subj01,A bird flying through a blue sky with wide wings.,,hdf5_index_3544,
subj01,A woman is stirring the contents into a blender.,,hdf5_index_3545,
subj01,there is a old red truck and a man taking things out the trunk,,hdf5_index_3546,
subj01,The young person is jumping with a skateboard down a flight of steps.,,hdf5_index_3547,
subj01,A man carrying a tennis racquet walks next to a man in a while chair holding a tennis racquet. ,,hdf5_index_3548,
subj01,A selection of glass vases and pitchers for sale,,hdf5_index_3549,
subj01,"A cat sitting on a chair in the middle of a room, There is a cat pillow behind the cat.",,hdf5_index_3550,
subj01,A fire hydrant sitting on a corner that is named Pluto's Corner on a sunny day.,,hdf5_index_3551,
subj01,A yellow and green checkered motorcycle parked in front of a store window.,,hdf5_index_3552,
subj01,A couple of horses graze while a dog looks on,,hdf5_index_3553,
subj01,A room with a large tub under a mirror.,,hdf5_index_3554,
subj01,A large brown bear laying on the ground next to a green field.,,hdf5_index_3555,
subj01,"Picture of an outside spot with a transport. 
",,hdf5_index_3556,
subj01,a man gets ready to eat the dessert on the plate,,hdf5_index_3557,
subj01,Women on a tennis court playing tennis. ,,hdf5_index_3558,
subj01,Two baby lambs walk around a rocky area. ,,hdf5_index_3559,
subj01,A man with a white shirt and dress pants outside in the rain with an umbrella.,,hdf5_index_3560,
subj01,A man looking in the mirror and toothbrushes,,hdf5_index_3561,
subj01,A windsurfer out on the blue water in front of the blue sky.,,hdf5_index_3562,
subj01,A man riding on the back of a red motorcycle.,,hdf5_index_3563,
subj01,A doorway looking into a small bathroom with white toilet,,hdf5_index_3564,
subj01,a parking lot full of buses next to a field,,hdf5_index_3565,
subj01,A bunch of different kites in the air. ,,hdf5_index_3566,
subj01,a long train is sitting on some tracks,,hdf5_index_3567,
subj01,A selection of glass vases and pitchers for sale,,hdf5_index_3568,
subj01,A big red train is parked on the railroad and ready to go. ,,hdf5_index_3569,
subj01,A large tub of ketchup pouring onto a hog dog in a bun.,,hdf5_index_3570,
subj01,Open refrigerator and freezer containing only two bottles of wine.,,hdf5_index_3571,
subj01,A kitchen table is lined with cooking materials. ,,hdf5_index_3572,
subj01,The man is holding a birthday cake with an apron on.,,hdf5_index_3573,
subj01,"a large dining room filled with tables covered with linens, cups, and cakes",,hdf5_index_3574,
subj01,A rotten banana sits before a picture on a table.  ,,hdf5_index_3575,
subj01,A man serves a tennis ball during a match.,,hdf5_index_3576,
subj01,A man goes skiing at a park with all his ski gear on. ,,hdf5_index_3577,
subj01,Two surfers swimming out into the white waves,,hdf5_index_3578,
subj01,some people sitting on some benches flowers and buildings,,hdf5_index_3579,
subj01,A tennis player has thrown a ball into the air before serving it.,,hdf5_index_3580,
subj01,a shee p on a field near a tree ,,hdf5_index_3581,
subj01,A bird standing next to a lot of tall grass.,,hdf5_index_3582,
subj01,A laptop screen with a box statue leaning on the top of it.,,hdf5_index_3583,
subj01,A stop sign in front of many wind generators.,,hdf5_index_3584,
subj01,A girl at the beach standing in front of four surf boards.,,hdf5_index_3585,
subj01,A large commercial airplane parked on a runway,,hdf5_index_3586,
subj01,a kite that is being flown in the air,,hdf5_index_3587,
subj01,Two trains traveling side by side down the tracks,,hdf5_index_3588,
subj01,Two tvs and a table sitting on the sidewalk.,,hdf5_index_3589,
subj01,A young girl siting in the back of a red truck.,,hdf5_index_3590,
subj01,A young man standing in a field holding a toy jet airplane. ,,hdf5_index_3591,
subj01,large and tall steeple on a cloudy day.,,hdf5_index_3592,
subj01,A child eating out of a bowl with a small skateboard in front of him.,,hdf5_index_3593,
subj01,The active tennis player prepares to hit a ball to his opponent.,,hdf5_index_3594,
subj01,a close up of a cell phone on a laptop on a desk,,hdf5_index_3595,
subj01,A funnel cake with powdered sugar on a plate ,,hdf5_index_3596,
subj01,a bizarre full of fruit and people selling it ,,hdf5_index_3597,
subj01,A person who is standing on a snowboard.,,hdf5_index_3598,
subj01,A man standing on a baseball field holding a catchers mitt.,,hdf5_index_3599,
subj01,A young man standing in a field holding a toy jet airplane. ,,hdf5_index_3600,
subj01,The person is paddling a boat full of people down a narrow river.,,hdf5_index_3601,
subj01,A man riding a motorcycle approaching a man wearing camouflage clothing.,,hdf5_index_3602,
subj01,A yellow bedroom with with a bedspread that is half and half.,,hdf5_index_3603,
subj01,The ski team and their coach are posing with their skis.,,hdf5_index_3604,
subj01,two black trays of different types of food and some bread,,hdf5_index_3605,
subj01,A tractor truck painted in camouflage sitting on a field.,,hdf5_index_3606,
subj01,A bed with brown bedsheets and a red pillow,,hdf5_index_3607,
subj01,A large body of water sitting next to trees in a  forest.,,hdf5_index_3608,
subj01,Group of people walking on skis on a field of snow. ,,hdf5_index_3609,
subj01,Two men holding large donuts with napkins in a city.,,hdf5_index_3610,
subj01,Two surfers swimming out into the white waves,,hdf5_index_3611,
subj01,A giraffe walks amongst the trees in a park. ,,hdf5_index_3612,
subj01,a kitchen with a table a refrigerator and a stove,,hdf5_index_3613,
subj01,A computer desk with a laptop computer and a monitor.,,hdf5_index_3614,
subj01,Children playing in a soccer competition on a grass field.,,hdf5_index_3615,
subj01,A pretty young lady riding a red surfboard in the ocean.,,hdf5_index_3616,
subj01,Several people in a canoe with oars on the river.,,hdf5_index_3617,
subj01,A truck parked on the side of a street towing a boat.,,hdf5_index_3618,
subj01,two giraffes near one another behind a fence ,,hdf5_index_3619,
subj01,A big red train is parked on the railroad and ready to go. ,,hdf5_index_3620,
subj01,A Thai Airways passenger plane goes in for landing over a beach.,,hdf5_index_3621,
subj01,Adult and juvenile giraffes standing and lying on a dirt clearing.,,hdf5_index_3622,
subj01,Woman with purple trench coat and umbrella walking on street.,,hdf5_index_3623,
subj01,A man looking in the mirror and toothbrushes,,hdf5_index_3624,
subj01,A man serves a tennis ball during a match.,,hdf5_index_3625,
subj01,A group of women are laughing as they play Wii.,,hdf5_index_3626,
subj01,A city with lots of tall buildings and a massive blue clock tower.,,hdf5_index_3627,
subj01,A woman is holding a rainbow umbrella on a sunny day.,,hdf5_index_3628,
subj01,A funnel cake with powdered sugar on a plate ,,hdf5_index_3629,
subj01,A large bed in a room underneath a window.,,hdf5_index_3630,
subj01,A person jumping as they swing at a incoming tennis ball.,,hdf5_index_3631,
subj01,A couple of zebra standing next to each other.,,hdf5_index_3632,
subj01,A man hugs a woman as they sit in the snow with snowboards on.,,hdf5_index_3633,
subj01,A young child riding a wave on top of a board.,,hdf5_index_3634,
subj01,Center city street lit up by a series of light displays. ,,hdf5_index_3635,
subj01,A dog is looking at a bottle of sake.,,hdf5_index_3636,
subj01,A homemade pizza sitting on a cutting board on a counter.,,hdf5_index_3637,
subj01,A surfer is walking along the shore line.,,hdf5_index_3638,
subj01,Two children looking at a steam train engine,,hdf5_index_3639,
subj01,a desk with a laptop and monitor and keyboard,,hdf5_index_3640,
subj01,an image of a brown horse in the middle of a green pasture looking at the camera,,hdf5_index_3641,
subj01,A group of chairs sitting around a white umbrella.,,hdf5_index_3642,
subj01,"It seems here something is really amazing with many things to see. 
",,hdf5_index_3643,
subj01,A room filled with lots of furniture and a table.,,hdf5_index_3644,
subj01,some baseball players are playing baseball a batter and a catcher,,hdf5_index_3645,
subj01,a lady sitting at a table eating a sandwich  chips and a bottle of water,,hdf5_index_3646,
subj01,A woman wearing a seat belt across her chest.,,hdf5_index_3647,
subj01,A mother and three children on a small train,,hdf5_index_3648,
subj01,A woman laying on top of a white bed.,,hdf5_index_3649,
subj01,Two elephants stand side by side in a grassy open area with a tree in the background.,,hdf5_index_3650,
subj01,A clean living room that's a bit over-crowded.,,hdf5_index_3651,
subj01,"Flowers, a potted plant and pottery sitting on a ledge outside. ",,hdf5_index_3652,
subj01,A large clock mounted to the face of a building.,,hdf5_index_3653,
subj01,there is a red train that is stopped at the platform,,hdf5_index_3654,
subj01,A couch and a chair in a small room.,,hdf5_index_3655,
subj01,a kite that is being flown in the air,,hdf5_index_3656,
subj01,A woman laying on top of a white bed.,,hdf5_index_3657,
subj01,A young girl siting in the back of a red truck.,,hdf5_index_3658,
subj01,A doorway looking into a small bathroom with white toilet,,hdf5_index_3659,
subj01,A meal on a paper plate with plastic silverware,,hdf5_index_3660,
subj01,A truck that is sitting on a street,,hdf5_index_3661,
subj01,A man riding a bike in front of a bus.,,hdf5_index_3662,
subj01,A dog is looking at a bottle of sake.,,hdf5_index_3663,
subj01,A table topped with bananas next to a coin.,,hdf5_index_3664,
subj01,A large blue bus on a city street.,,hdf5_index_3665,
subj01,A room with many small beds on the wall.,,hdf5_index_3666,
subj01,A man and a woman are standing besides a parking meter on an urban and colorful city street.  ,,hdf5_index_3667,
subj01,A doll with blue hair poses with it's case. ,,hdf5_index_3668,
subj01,A boy having his picture taken with elephants,,hdf5_index_3669,
subj01,herder and cows drinking water on a beach during the day,,hdf5_index_3670,
subj01,The young baseball players wearing helmets are awaiting a pitch.,,hdf5_index_3671,
